text,label,source
"""😂😂😂@USER: And ima steal his cat n replace it with a pitbull 😂😂😂😂 RT @USER: @USER He a bitch you should do it""",OFFENSIVE,davidson
"""& he's gone always be a hoe""",OFFENSIVE,davidson
"""...Son of a bitch took my Tic Tacs."" I like this movie.",OFFENSIVE,davidson
"""..All I wanna do is get money and fuck model bitches!"" - Russell Simmons",OFFENSIVE,davidson
"""@USER: I probably wouldn’t mind school as much if we didn’t have to deal with bitch ass teachers"". Retweet",OFFENSIVE,davidson
"""@USER: I'm a fucking fag they said""",OFFENSIVE,davidson
"""@USER: Females think dating a pussy is cute now? URL how does doing this stuff make him a pussy?",OFFENSIVE,davidson
"""@USER: -SimplyAddictedToGuys URL woof woof hot scally lad",SAFE,davidson
"""@USER: Have ya ever asked your bitch for other bitches - kanye voice"" Yes",OFFENSIVE,davidson
"""@USER: How u gone bring ur side bitch to a game where You know Ya gf friends at ?! 😩😩😩😩"" I SWEAR!!!!!",OFFENSIVE,davidson
"""@USER: URL woof woof and hot soles",SAFE,davidson
"""@USER: Lemmie eat a Oreo & do these dishes."" One oreo? Lol",SAFE,davidson
"""@USER: @USER @USER bitch fuck u URL maybe you'll get better. Just URL",OFFENSIVE,davidson
"""@USER: Fuck Red Malone man bitch ass niggah"" could you please use complete sentences?",OFFENSIVE,davidson
"""@USER: Why the eggplant emoji doe?""y he say she looked like scream lmao",SAFE,davidson
"""@USER: Hennessey Venom GT 🙈 URL that's one sexy bitch",OFFENSIVE,davidson
"""@USER: Him seh me pussy wetter then a shower curtain....#ahmesehwetness""<lmao!!",OFFENSIVE,davidson
"""@USER: #Eaglesnation and every #Eagles need to see that pic I just posted because that bitch just said the most racist shit""",OFFENSIVE,davidson
"""@USER: Yo fuck skateboarding, all y'all some wood pushing faggots man, ball is life URL @USER",OFFENSIVE,davidson
"""@USER: baby monkey bathtime URL Awwwwe! This is soooo ADORABLE!",SAFE,davidson
"""@USER: 😂😂😂😂 I ain't shit ."" Damn Skippy lol",OFFENSIVE,davidson
"""@USER: u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussy""No bs must b >30%chance",OFFENSIVE,davidson
"""@USER: @USER URL 0 rings 0 mvps 0 bitches lol",OFFENSIVE,davidson
"""@USER: ppl talk bad about the ghetto/hood ... but as a kid growing up, a nigga had funnnnnnn !""",OFFENSIVE,davidson
"""@USER: The facts on tattoos...tattoo URL he's a pussy with not tattooing them nipples",OFFENSIVE,davidson
"""@USER: 💯💯💯 RT @USER Bitches be wanting to act like niggas so bad 😩😩😩 that shit aint cuteeeee"" but niggas act like bitches..",OFFENSIVE,davidson
"""@USER: Get worshiping bitch! URL woof woof",OFFENSIVE,davidson
"""@USER: Wow. RT @USER I'm lost. Are those buttcheek piercings? URL yeah she's a hoe",OFFENSIVE,davidson
"""@USER: Ok, sis."" She'd rather be a broke bitch? *shrugs* she'll have to tell me how it works for her",OFFENSIVE,davidson
"""@USER: @USER @USER queer"" gaywad",HATE,davidson
"""@USER: @USER faggot read my tweets after dat k"" it wasn't even funny lol",OFFENSIVE,davidson
"""@USER: This bitch was so ungrateful URL fr ..... LULWHORE",OFFENSIVE,davidson
"""@USER: I been kidnapped yo bitch""",OFFENSIVE,davidson
"""@USER: @USER alsarabsss"" hes a beaner smh you can tell hes a mexican",HATE,davidson
"""@USER: @USER happy birthday nigs"" Thanks yo",OFFENSIVE,davidson
"""@USER: when ur teacher tells u that u have homework URL this bitch need to go!!!",OFFENSIVE,davidson
"""@USER: ""@USER: @USER that nigga was eating that hoe lol"" Hell Yea lol john Paul"" nigga said john paul.. URL",OFFENSIVE,davidson
"""@USER: What would y'all lil ugly bald headed bitches do if they stop making make-up & weave?""",OFFENSIVE,davidson
"""@USER: Leafs better win this damn game so I can go riot and shit #EarlyChristmas"" you better start looting my nig",OFFENSIVE,davidson
"""@USER: Going back to school sucks more dick than the hoes who attend it.""",OFFENSIVE,davidson
"""@USER: On my way to fuck yo bitch URL me as a 9 year old",OFFENSIVE,davidson
"""@USER: @USER how come you never bring me food"" i dont have a car retard",OFFENSIVE,davidson
"""@USER: If Richnow doesn't show up with hella tinder hoes Im not his friend anymore"" chill I brought like like 8 prople",OFFENSIVE,davidson
"""@USER: How bout them Cowboys!!!!"" Shutup pussy",OFFENSIVE,davidson
"""@USER: LMAOOOOOOOOOOO this nigga @USER URL <bitch want likes for some depressing shit..foh",OFFENSIVE,davidson
"""@USER: @USER girl you know I was spitting that G shit to you & you was going lbvs""bitch plz",OFFENSIVE,davidson
"""@USER: Let me make a couple tweets off cuzzo page, so I won't get in twitter jail.""lmao bitch don't trick me again",OFFENSIVE,davidson
"""@USER: Harlem shake is just an excuse to go full retard for 30 seconds.""",OFFENSIVE,davidson
"""@USER: amen miley 🙏 URL but she don't need to act like a hoe just bc she's ""emotionally damaged"" foh",OFFENSIVE,davidson
"""@USER: having one loyal female is wayyyyy better than having hoes , idc 💯""",OFFENSIVE,davidson
"""@USER: Pussy licking pussy.... meow meow #StopWhitePeople2014 🐱 URL 😕",OFFENSIVE,davidson
"""@USER: Check out our 12th man. #CowboysNation"" even with all those faggot ny fans in the stands",OFFENSIVE,davidson
"""@USER: What happen to them vixen ent bitches"" they got ran and threw to the side like a foothill bitch",OFFENSIVE,davidson
"""@USER: @USER im the bitch okay nudes pat 😪😏🐸"" wow",OFFENSIVE,davidson
"""@USER: @USER you're fucking gay, blacklisted hoe"" Holding out for #TehGodClan anyway URL",HATE,davidson
"""@USER: The fuck be wrong with these bitches?"" Nobody knows",OFFENSIVE,davidson
"""@USER: Yall shut up:p"" make me bitch",OFFENSIVE,davidson
"""@USER: I hate a ""I'm pregnant"" type of bitch.""",OFFENSIVE,davidson
"""@USER: Got bitches in the DM but I don't ever read'em"" which is y your top 3",OFFENSIVE,davidson
"""@USER: Baseball season for the win. #Yankees"" This is where the love started",SAFE,davidson
"""@USER: Little stupid as bitch I don't fuck with yoooooouuuu..""",OFFENSIVE,davidson
"""@USER: she really asked me that dead ass serious tho, all i could say was ""bitch wheet"" LOL",OFFENSIVE,davidson
"""@USER: I'm an early bird and I'm a night owl, so I'm wise and have worms.""",SAFE,davidson
"""@USER: Overdosing on heavy drugs doesn't sound bad tonight."" I do that pussy shit every day.",SAFE,davidson
"""@USER: Pit Bulls Photographed As Lovely Fairy Tale Creatures URL They *are* fairy tale creatures.",SAFE,davidson
"""@USER: @USER Aw."" ...fag, don't tweet ""aw"" to me lol",OFFENSIVE,davidson
"""@USER: As long as the Lakers trash from now on, I could careless. And that's real."". CC: @USER hahaha",SAFE,davidson
"""@USER: @USER I didn't say anything tho"" kiss me then faggot",OFFENSIVE,davidson
"""@USER: this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut URL 😂 yup",SAFE,davidson
"""@USER: I could go for a fat ass bitch on my lap"" same",OFFENSIVE,davidson
"""@USER: 17 missed calls!!!! 😠😡""Das yo P.O bitch twitter finna be screamn #FreeMoneyMelle",OFFENSIVE,davidson
"""@USER: Ya side bitch gotta know it's rules to this shit..anybody ask you my cousin from jersey thinkin bout moving"" lmmfao 😂😂😂😂",OFFENSIVE,davidson
"""@USER: “@USER: 3 | Amo los pies URL fuck yeah",OFFENSIVE,davidson
"""@USER: These hoes be thinking Meat won't slap they ass 😴👋"" ainna bruh",OFFENSIVE,davidson
"""@USER: Yall bitches wit no edges be doing the most talking 😩😴✋""😂😂😂",OFFENSIVE,davidson
"""@USER: Yall still going trick or treating this year or nah?""hell yeah ima be da sweet tooth bandit steal bitches bags n shit",OFFENSIVE,davidson
"""@USER: I wanna have sex with my mom fuck her right in that pussy where I came from"" damn you got hacked like fuck",OFFENSIVE,davidson
"""@USER: If she kiss u with her eyes open watch that bitch!""lmfao",OFFENSIVE,davidson
"""@USER: You a woulda coulda shoulda ass hoe 😳🙊""",OFFENSIVE,davidson
"""@USER: Happy Bday Bitch Ass Nigga @USER""preciate that bitch roll up!",OFFENSIVE,davidson
"""@USER: @USER @USER used to send that bitch up""",OFFENSIVE,davidson
"""@USER: Ugly bitches be like I'm my own WCW duh bitch you ain't nobody elses😂😂""",OFFENSIVE,davidson
"""@USER: @USER nigga you know we hacky sack hoes."" ...nah, I throw no look passes lmao",OFFENSIVE,davidson
"""@USER: Glad I'm getting outta Atlanta. Nothing but a bunch of niggas in & outta jail & dumb bitches with mad kids fuckin em.""",OFFENSIVE,davidson
"""@USER: This isn't ghetto.....it's smart URL I'm doing this idc",SAFE,davidson
"""@USER: I would wife a hoe only cuz we wouldn't care that we cheating in each other."" ...why force the relationship in the first place?",OFFENSIVE,davidson
"""@USER: Being single isn't an excuse to be a hoe."" @USER",OFFENSIVE,davidson
"""@USER: White boy power bitch"" black power bitch",OFFENSIVE,davidson
"""@USER: Lets get drunk, get blowed, spit shit spark blunts & fuck hoes!"" Bro white dudes have no chill.",OFFENSIVE,davidson
"""@USER: @USER bitch where u been"" Around the world and back. Where you been?",OFFENSIVE,davidson
"""@USER: @USER if I don't get my dick sucked at yo party by a bad bitch I'm fr gone set it off 😂😂😂😂"" *by @USER *",OFFENSIVE,davidson
"""@USER: #oomf is soooo cute. But he probably has hoes on him a lot.""",OFFENSIVE,davidson
"""@USER: In every cartoon theirs alway a @USER saving these hoes lmao. URL lmao damn captain SaveAHoe",OFFENSIVE,davidson
"""@USER: Who wants to get there nose in these bad bois then #scally #chav #sockfetish #stinking URL hot sox and legs",SAFE,davidson
"""@USER: I wish I was a bitch like my brother keezy 😒"" ooooow I bet you do",OFFENSIVE,davidson
"""@USER: If you dressed up as a cat for Halloween you are basic."" ...or a pussy",OFFENSIVE,davidson
"""@USER: Can pornhub just get a gaming stream feature so these dumb bitches can gtfo"" @USER get on it Katie<3",OFFENSIVE,davidson
"""@USER: stop being scared to choke her during sex u bitch ass niggas. She’ll like it."". Says the guy who hits women out of bed. FOH",OFFENSIVE,davidson
"""@USER: @USER ha well iguess I make them hoes loyal bro"" theyll never be loyal that y they hoes my nig",OFFENSIVE,davidson
"""@USER: @USER Oh man.. ""its 5 am, you off a molly, ho where the fuck ya seed at??"""" #fixed",OFFENSIVE,davidson
"""@USER: You're not a man if you refer to every girl as a bitch""",OFFENSIVE,davidson
"""@USER: Lmfao this cat started beating the shit out of me"" my nigga finally got some pussy?!? MY NIGGA!!!",OFFENSIVE,davidson
"""@USER: Peel up peel up bring it back up rewind back where I'm from they move Shaq from the line"" ooooow who tf said that trash!!?",SAFE,davidson
"""@USER: @USER io io alu record ho vine sai pe hahahaha"" lol anywaaaaaays..... haha",OFFENSIVE,davidson
"""@USER: @USER naw it's my old tape. new cover . my upcoming mixtape is #KingOfTheHill"" Yeah I'm waiting on that hoe Mayne!",OFFENSIVE,davidson
"""@USER: Ol dirty foot ass bitches.."" this was too funny to me.",OFFENSIVE,davidson
"""@USER: @USER that's where I get my yellow flags for being amazing 👏😌"" HELL YEAH NIGGY",OFFENSIVE,davidson
"""@USER: Don't got time for bitches to be actin iffy.""",OFFENSIVE,davidson
"""@USER #UCFPINKPARTY come on stay alive knights nation!!!!"" This is still the early bird special. #ComeAtMeUT",SAFE,davidson
"""@USER: These hoes ain't loyal ; no they ain't URL Smfh & wonder why nobody decent wants them",OFFENSIVE,davidson
"""@USER: Bruh, you studs keep thinking I'm soft as hell. Ask ya girl how many times she screamed she was my bitch. Oh okay. STFU."" BYE HOE!",OFFENSIVE,davidson
"""@USER: dry pussy bitches always blame it on the condom😂""👏😂👏😂",OFFENSIVE,davidson
"""@USER: shut yo bitch ass up! URL 😭😂",OFFENSIVE,davidson
"""@USER: Gucci Mane in jail and dropping mixtapes every month and you hoes can't even text back""",OFFENSIVE,davidson
"""@USER: You love these hoes more then money wats wrong these niggas""",OFFENSIVE,davidson
"""@USER: A loyal bitch from the burbs without daddy issues is like finding a holographic Mewtwo."" ...sounding like me over there lol",OFFENSIVE,davidson
"""@USER: Easy cum, easy hoe"" That's a fact !",OFFENSIVE,davidson
"""@USER: Charlie Sheen is too real URL major fucking respect for Charlie Sheen.",OFFENSIVE,davidson
"""@USER: Wish I had a bae 😕"" You got all the hoes tho",OFFENSIVE,davidson
"""@USER: Fuck twerking bitch can you cook ?""",OFFENSIVE,davidson
"""@USER: @USER bitch wtf"" URL",OFFENSIVE,davidson
"""@USER: “@USER: ""@USER: Shut up zoe"" fight me pussy” for zoe? I'm good, man."" You are good ma'am. Move along now",OFFENSIVE,davidson
"""@USER: Lmao fucking snake bitches"" @ em",OFFENSIVE,davidson
"""@USER: Big booty hoes everywhere sheesh 😍"" damn 🌿👀🌿",OFFENSIVE,davidson
"""@USER: Stay tuned to @USER for an update on the report that @USER 1B @USER will be out 8-10 weeks"" @USER #bum",SAFE,davidson
"""@USER: “@USER: ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut URL yes lmfao""@USER",SAFE,davidson
"""@USER: Oregon chokes every year get off the field trash ass program"" RFT",OFFENSIVE,davidson
"""@USER: Def not cowboy lol RT @USER: Terrell Owens was the best Eagle & Cowboy ever"" ..dude cried like a bitch on tv, over Romo",OFFENSIVE,davidson
"""@USER: LMFAOOOO I HATE BLACK PEOPLE URL This is why there's black people and niggers",HATE,davidson
"""@USER: @USER @USER How could u do this to me bitch"" potent",OFFENSIVE,davidson
"""@USER: URL a pissed lad past out. I would lick his dirty soles while he slept.",SAFE,davidson
"""@USER: URL love frat boy w/ soft long soles",SAFE,davidson
"""@USER: URL sexy lad with hot soles and arches.",SAFE,davidson
"""@USER: @USER nah fam I gotta cheat with the hoes"" depends on the female i feel",OFFENSIVE,davidson
"""@USER: @USER 👏👏👏👏🙌"" I got hicks lol",SAFE,davidson
"""@USER: This new twitter is confusing the shit out of me."" Go back to south america bitch",OFFENSIVE,davidson
"""@USER: Toto means ass or vagina?""I think pussy cause toto santi is like nasty pussy",OFFENSIVE,davidson
"""@USER: but what if he actually does choose the ugly bitch over you? ""Her ass must be fat!",OFFENSIVE,davidson
"""@USER: bitch couldn't kill my vibe if ya tried. 🌈🌈🌈"" dis why i love miley :*",OFFENSIVE,davidson
"""@USER: I'm tired of bitches saying I look mean.. 😒"" nigga you big af, wear tight shirts, and grim everybody.",OFFENSIVE,davidson
"""@USER: 10 birds your grandkids may never see, thanks to climate change URL URL #Climate",SAFE,davidson
"""@USER: ""Stay beautiful you bitch""""",OFFENSIVE,davidson
"""@USER: #WutKinda r purple. Ceeeleee""man this gurl was jus playin on the ""stupid hoe "" track. But in still shitted on sum gurls",OFFENSIVE,davidson
"""@USER: Money getting taller and bitches getting blurry""",OFFENSIVE,davidson
"""@USER: I ain't never seen a bitch so obsessed with they nigga😂"" I'm obsessed with mine 😑",OFFENSIVE,davidson
"""@USER: Kobe stay talking trash. But let's not forget URL @USER I meant to do this one. Smh.",OFFENSIVE,davidson
"""@USER: ""At least I'm not a nigger"" URL Lmfao",HATE,davidson
"""@USER: People always asking me what I'm mixed with."" She a bad asian bitch lol",OFFENSIVE,davidson
"""@USER: @USER Ariza is a snake and a coward"" but at least he isn't a cripple like your hero Roach lmaoo",HATE,davidson
"""@USER: “@USER: Fosters home for imaginary trash” WHOA CHILL"" that show was everything tf",SAFE,davidson
"""@USER: I am lowkey tired."" ...if you tired, be quiet and go to sleep hoe!",OFFENSIVE,davidson
"""@USER: “@USER: Stop bringing weird niggers into my mentions! @USER” URL",OFFENSIVE,davidson
"""@USER: We don't love these hoes 👐🙅""",OFFENSIVE,davidson
"""@USER: If yo girl cant have homeboys you a ol weak bitch ass nigga!""",OFFENSIVE,davidson
"""@USER: @USER I think worst advice I gave you was "" don't be a pussy and speed up"" lol""",OFFENSIVE,davidson
"""@USER: Quote this tweet with your favorite animal.""pussy",OFFENSIVE,davidson
"""@USER: I hate when strippers tell you they're ""dancers"". Hoe, ballet dancers don't pop their pussy to Beethoven. You a STRIPPER!""",OFFENSIVE,davidson
"""@USER: Andrewbryant: Poff has double vision after 2 beers Poff: ... Double pussy 😎"" smh",OFFENSIVE,davidson
"""@USER: When bitches TWERK on the computer.... ME: ""In ya 👙, in ya damn 👙‼️""""",OFFENSIVE,davidson
"""@USER: “@USER: “@USER: @USER Prince, THIS is art. URL nobody takin his bitch!",OFFENSIVE,davidson
"""@USER: 61% of welfare/government aid is claimed by white people. So y'all black slander is trash now.""",SAFE,davidson
"""@USER: These bitches don't care they just play that role.""",OFFENSIVE,davidson
"""@USER: It took a while for you to find me, but I was hiding In the lime tree."" @USER dis bitch in da wrong tree bro.",OFFENSIVE,davidson
"""@USER: Drakes new shoes that will be released by Nike/Jordan.... Yes, there's glitter on the shoes URL ....dudes a fag",HATE,davidson
"""@USER: @USER inna di ghetto!!!"" You alone lmaoo",SAFE,davidson
"""@USER: “@USER: @USER @USER hoes Austin” teach us Austin.""I teach u how to get curved? That's all I know",SAFE,davidson
"""@USER: bitches can't cook but know how to suck dick .."" s/o to the ones that can do both!",OFFENSIVE,davidson
"""@USER: Fat hoes get chose"" lol",OFFENSIVE,davidson
"""@USER: #hoesaintloyal"" well they're hoes,no one expects them to be loyal",OFFENSIVE,davidson
"""@USER: @USER @USER ol bitch ass"" URL",OFFENSIVE,davidson
"""@USER: Bruh im tired of niggas retweetin Miley Cyrus naked that bitch aint no types of bad"" lmaooo",OFFENSIVE,davidson
"""@USER: Just because tony romo at the mavs game dont mean he still not a bitch lmao.. Fuk them cowgirls"" lol bitch fuck you",OFFENSIVE,davidson
"""@USER : Holy shit, Freddie Highmore was in Charlie and the Chocolate Factory"" Me: *rolls on the floor, laughing*",OFFENSIVE,davidson
"""@USER: ""I don't want to have sex with my gf because I feel like I'm using her.."" - anonymous"" Whata faggot",OFFENSIVE,davidson
"""@USER: @ One of your followers with this 😍😩 URL @ somebody, bitch if you don't",OFFENSIVE,davidson
"""@USER: If ya bitch always bitching clearly she care!"" Or just an annoying Bitch!",OFFENSIVE,davidson
"""@USER: These catfish hoes thinkin they slick.. But niggas catching on 😌""",OFFENSIVE,davidson
"""@USER: Can't worry about a bitch that ain't worried bout me"" #real",OFFENSIVE,davidson
"""@USER: Side hoes are for insecure niggas that can't handle a real one.""",OFFENSIVE,davidson
"""@USER: 😂😂😂😂RT @USER: Lmao! This bitch come scooting in the tent like she about to fuck some shit up!"" 😭😭😭",OFFENSIVE,davidson
"""@USER: My cousin said he share hoes with his brothers. He said sharing is caring and he love his brothers 😂""",OFFENSIVE,davidson
"""@USER: i'm hungry but ionn wanna spend my money on food😒""Broke hoe problems 😂😂😂💀",OFFENSIVE,davidson
"""@USER: Dese hoes be LYIN to all of us nigga""",OFFENSIVE,davidson
"""@USER: URL oh yeah fuck that bitch",OFFENSIVE,davidson
"""@USER: Eli Manning just threw his NFL-leading 27th interception of the season."" Lmao trash",SAFE,davidson
"""@USER: USC senior RB Anthony Brown calls head coach Steve Sarkisian a racist and quits team. » URL he's a bitch",SAFE,davidson
"""@USER: Guess what? I also have zero time for your mansplaining! Adios!"" Stfu pussy",OFFENSIVE,davidson
"""@USER: Chilling 👅™ URL sexy scally lad",SAFE,davidson
"""@USER: I ain't sharing no bitch if you mines you mines 💯""",OFFENSIVE,davidson
"""@USER: money only impress the simple broke bitches""",OFFENSIVE,davidson
"""@USER: #Pisces will never be anybody's bitch, they don't let people control or change them."" Rigghhht",OFFENSIVE,davidson
"""@USER: @USER @USER tuku ho idk blah blah blah"" 😂😂😂",SAFE,davidson
"""@USER: @USER @USER I'm not mad cuh hahaha"" suure.. tuku ho ita! 😂😂",SAFE,davidson
"""@USER: These hoes is crazy""",OFFENSIVE,davidson
"""@USER: You ain't ever gonna be a slice bitch."" Kevin hart. (:",OFFENSIVE,davidson
"""@USER: Oomf so fuckin fine tho 😩 dam"" @ her, don't be no bitch.",OFFENSIVE,davidson
"""@USER: I wonder if the girl that gave head to 24 boys for a drink in magaluf has twitter"" she probly sends nudes for fags",OFFENSIVE,davidson
"""@USER: #NewSATQuestions Yeah bitch, yeah bitch, call me _______: a.) Maybe b.) Steve-O c.) Later d.) Jesse Pinkman"" @USER",OFFENSIVE,davidson
"""@USER: Hickies in between her thighs right by her pussy >>>"" Its only right",OFFENSIVE,davidson
"""@USER: Would you still love me when I'm no longer young and beautiful?"" No. Ugly monkey ass.",OFFENSIVE,davidson
"""@USER: @USER @USER y'all come through the front.""bitch I ain't coming",OFFENSIVE,davidson
"""@USER: @USER faggot bitch"" URL",OFFENSIVE,davidson
"""@USER: @USER yea, I'm on my iPad. I don't work this Friday. Let's ball this faggot up @USER""i work 2-5",OFFENSIVE,davidson
"""@USER: URL this scally lad would get it",SAFE,davidson
"""@USER: #GerrysHalloweenParty URL Halloween was yesterday stupid nigger",HATE,davidson
"""@USER: Chrus still supahot tho"" *walks up to teacher with test, drops test in that bitch fohead* URL",OFFENSIVE,davidson
"""@USER: “@USER: I love eating pussy lol I never get full lol” I can eat that shit forever lol"" and ever.",OFFENSIVE,davidson
"""@USER: “@USER: ""@USER: “@USER: No slushes 😥”hoes nasty anyway fam""😴”them hoes taste like meds""🍇🍇🍼",OFFENSIVE,davidson
"""@USER: “@USER: No slushes 😥”hoes nasty anyway fam""😴",OFFENSIVE,davidson
"""@USER: BOBBY BITCH-by @USER be getting me live as fuck"" hell yea i play that hoe before my workout",OFFENSIVE,davidson
"""@USER: Yo bitch is Gucci Mane RT @USER : My bitch a stoner 💯💯 URL",OFFENSIVE,davidson
"""@USER: I can ride your bitch with no handle bars""",OFFENSIVE,davidson
"""@USER: And if you ain't a hoe get up out my traphoussseeeee""",OFFENSIVE,davidson
"""@USER: 15 sad TV character deaths we're still bitter over... URL URL stark was the man",SAFE,davidson
"""@USER: These harbor bitches are all ""Party Bus hoes"""" Lol all?",OFFENSIVE,davidson
"""@USER: @USER pussy"" love it",OFFENSIVE,davidson
"""@USER: Ultraviolence video, its coming you little bitch! #MTVHottest Lana Del Rey URL bitchy promo",OFFENSIVE,davidson
"""@USER: On my way to fuck your bitch URL LMFAO KITTYCOPTER",OFFENSIVE,davidson
"""@USER: A smuggler explains how he helped fighters along the ""Jihadi Highway"": URL",SAFE,davidson
"""@USER: ""@USER: Aww their avis look so cute together 💑 URL 💀💀💀"" do I gotta get Ike avi on this bitch ?",OFFENSIVE,davidson
"""@USER: ""@USER: Its simple, dont be a hoe=dont worry about being exposed 😜"" fight me""why ?",OFFENSIVE,davidson
"""@USER: whys this bitch boosting herself URL Her size isn't exactly the most healthy tho",OFFENSIVE,davidson
"""@USER: @USER bet not be no bitches! 😂👐🔫🔫🔪"" 😂😂 Kim bye!!!",OFFENSIVE,davidson
"""@USER: Damn near gotta protect my tweets.. stalkers being annoying"" you got that dope dick. Drive these bitches loco",OFFENSIVE,davidson
"""@USER: I'm making marack my girlfriend ."" @USER aye b you pullin hoes just like o taught you",OFFENSIVE,davidson
"""@USER: Bruno fag boy"" you love me.",OFFENSIVE,davidson
"""@USER: “@USER: I must be a bitch” you are 😂😂😂 sike naw"" This why we always beefing 😂",OFFENSIVE,davidson
"""@USER: Down 6-1, #Yankees look to rally in the bottom of the 9th."" #RALLYCAP",SAFE,davidson
"""@USER: “@USER: Don't take advantage of a nice person”@ hoes""@ everyjuan",OFFENSIVE,davidson
"""@USER: Happy birthday bitch nigga @USER"" Thanks pal",OFFENSIVE,davidson
"""@USER: Sad knowing that most hoes won't fuck with you bc you ain't got stacks."" wait till friday",OFFENSIVE,davidson
